"index","pet_id","visit_date","issue","resolution"
"769","9","2023-08-02","Injury","Sprain identified, rest and limited movement advised"
"770","5457","2022-09-10","Annual Checkup","Vaccination completed, next due in 1 year"
"771","6816","2022-09-11","Dental Cleaning","Cleaning done, no dental issues"
"772","3147","2022-10-16","Annual Checkup","All clear, healthy diet recommended"
"773","217","2022-12-10","Injury","Sprain identified, rest and limited movement advised"
"774","3088","2022-07-03","Annual Checkup","All clear, healthy diet recommended"
"775","3828","2023-07-18","Ear Infection","Medication and follow-up in 2 weeks for infection"
"776","9712","2022-09-20","Annual Checkup","Vaccination completed, next due in 1 year"
"777","3884","2023-04-25","Annual Checkup","Diet adjustment recommended for weight management"
"778","2544","2023-11-13","Injury","Minor surgery performed, recovery monitored"
"779","3587","2023-01-27","Dental Cleaning","Cleaning done, no dental issues"
"780","5406","2022-12-29","Dental Cleaning","Cleaning done, no dental issues"
"781","2912","2022-10-08","Annual Checkup","All clear, healthy diet recommended"
"782","9769","2023-05-13","Annual Checkup","Diet adjustment recommended for weight management"
"783","585","2022-05-27","Annual Checkup","Vaccination completed, next due in 1 year"
"784","9539","2023-10-11","Annual Checkup","Vaccination completed, next due in 1 year"
"785","2888","2023-02-01","Injury","Minor surgery performed, recovery monitored"
"786","7891","2022-12-07","Dental Cleaning","Cleaning done, no dental issues"
"787","9419","2022-10-03","Ear Infection","Medication and follow-up in 2 weeks for infection"
"788","8702","2023-03-25","Ear Infection","Medication and follow-up in 2 weeks for infection"
"789","8342","2022-04-27","Annual Checkup","All clear, healthy diet recommended"
"790","8354","2022-05-05","Annual Checkup","All clear, healthy diet recommended"
"791","2492","2023-07-28","Annual Checkup","Vaccination completed, next due in 1 year"
"792","7485","2022-09-07","Dental Cleaning","Cleaning done, no dental issues"
"793","4583","2022-07-30","Annual Checkup","All clear, healthy diet recommended"
"794","6454","2022-08-29","Dental Cleaning","Cleaning done, no dental issues"
"795","8353","2023-05-03","Injury","Physical therapy recommended for joint issues"
"796","5323","2023-03-15","Dental Cleaning","Cleaning done, no dental issues"
"797","5630","2023-06-12","Injury","Minor surgery performed, recovery monitored"
"798","2837","2022-10-03","Injury","Minor surgery performed, recovery monitored"
"799","5334","2023-11-19","Annual Checkup","Diet adjustment recommended for weight management"
"800","309","2023-06-09","Annual Checkup","Vaccination completed, next due in 1 year"
"801","7692","2023-10-15","Ear Infection","Medication and follow-up in 2 weeks for infection"
"802","6482","2022-04-08","Annual Checkup","All clear, healthy diet recommended"
"803","9659","2023-07-06","Annual Checkup","Vaccination completed, next due in 1 year"
"804","6556","2023-07-08","Annual Checkup","Vaccination completed, next due in 1 year"
"805","3190","2022-04-20","Dental Cleaning","Cleaning done, no dental issues"
"806","3530","2023-01-02","Dental Cleaning","Cleaning done, no dental issues"
"807","1846","2022-10-16","Ear Infection","Medication and follow-up in 2 weeks for infection"
"808","8387","2023-09-14","Annual Checkup","All clear, healthy diet recommended"
"809","1678","2023-02-20","Annual Checkup","All clear, healthy diet recommended"
"810","9712","2023-12-06","Dental Cleaning","Cleaning done, no dental issues"
"811","6609","2022-08-17","Annual Checkup","Vaccination completed, next due in 1 year"
"812","5747","2023-03-19","Dental Cleaning","Cleaning done, no dental issues"
"813","3856","2023-09-25","Ear Infection","Medication and follow-up in 2 weeks for infection"
"814","5940","2023-10-18","Annual Checkup","All clear, healthy diet recommended"
"815","5323","2023-08-12","Annual Checkup","Diet adjustment recommended for weight management"
"816","2058","2022-06-26","Annual Checkup","Vaccination completed, next due in 1 year"
"817","8353","2022-06-22","Dental Cleaning","Cleaning done, no dental issues"
"818","5925","2022-04-25","Annual Checkup","Vaccination completed, next due in 1 year"
"819","9558","2023-03-05","Dental Cleaning","Cleaning done, no dental issues"
"820","6338","2022-08-22","Annual Checkup","Vaccination completed, next due in 1 year"
"821","538","2023-06-14","Annual Checkup","All clear, healthy diet recommended"
"822","8177","2022-04-02","Annual Checkup","All clear, healthy diet recommended"
"823","1772","2023-11-05","Annual Checkup","All clear, healthy diet recommended"
"824","9218","2023-11-24","Dental Cleaning","Cleaning done, no dental issues"
"825","8710","2022-07-09","Ear Infection","Medication and follow-up in 2 weeks for infection"
"826","6731","2023-01-30","Injury","Physical therapy recommended for joint issues"
"827","4438","2022-09-26","Annual Checkup","Vaccination completed, next due in 1 year"
"828","6518","2023-09-22","Injury","Sprain identified, rest and limited movement advised"
"829","2869","2023-06-24","Injury","Physical therapy recommended for joint issues"
"830","3750","2022-12-30","Injury","Minor surgery performed, recovery monitored"
"831","831","2022-11-15","Annual Checkup","Vaccination completed, next due in 1 year"
"832","4947","2022-10-20","Annual Checkup","Vaccination completed, next due in 1 year"
"833","7331","2023-09-25","Dental Cleaning","Cleaning done, no dental issues"
"834","4073","2023-03-18","Annual Checkup","All clear, healthy diet recommended"
"835","4768","2022-12-01","Ear Infection","Medication and follow-up in 2 weeks for infection"
"836","7296","2023-12-07","Annual Checkup","All clear, healthy diet recommended"
"837","4690","2023-11-29","Annual Checkup","Diet adjustment recommended for weight management"
"838","2381","2023-10-30","Dental Cleaning","Cleaning done, no dental issues"
"839","6729","2022-06-03","Annual Checkup","Vaccination completed, next due in 1 year"
"840","8354","2023-02-19","Annual Checkup","All clear, healthy diet recommended"
"841","6205","2022-10-19","Annual Checkup","Diet adjustment recommended for weight management"
"842","4307","2022-04-17","Dental Cleaning","Cleaning done, no dental issues"
"843","6963","2022-11-03","Annual Checkup","All clear, healthy diet recommended"
"844","1060","2023-12-02","Ear Infection","Medication and follow-up in 2 weeks for infection"
"845","2729","2022-08-14","Annual Checkup","All clear, healthy diet recommended"
"846","503","2023-07-13","Annual Checkup","All clear, healthy diet recommended"
"847","9960","2023-07-25","Annual Checkup","Diet adjustment recommended for weight management"
"848","3467","2022-09-19","Dental Cleaning","Cleaning done, no dental issues"
"849","2415","2022-11-14","Annual Checkup","Diet adjustment recommended for weight management"
"850","7757","2023-06-09","Annual Checkup","Vaccination completed, next due in 1 year"
"851","6851","2022-08-21","Dental Cleaning","Cleaning done, no dental issues"
"852","9236","2023-11-28","Injury","Minor surgery performed, recovery monitored"
"853","9271","2023-07-22","Dental Cleaning","Cleaning done, no dental issues"
"854","9946","2022-12-09","Dental Cleaning","Cleaning done, no dental issues"
"855","5578","2022-10-14","Annual Checkup","Diet adjustment recommended for weight management"
"856","9163","2023-07-30","Dental Cleaning","Cleaning done, no dental issues"
"857","6102","2023-11-16","Annual Checkup","Diet adjustment recommended for weight management"
"858","8697","2022-11-25","Injury","Minor surgery performed, recovery monitored"
"859","7331","2022-04-06","Annual Checkup","Diet adjustment recommended for weight management"
"860","5194","2022-05-23","Dental Cleaning","Cleaning done, no dental issues"
"861","3828","2022-06-15","Dental Cleaning","Cleaning done, no dental issues"
"862","1370","2023-06-20","Annual Checkup","Diet adjustment recommended for weight management"
"863","1939","2023-01-10","Dental Cleaning","Cleaning done, no dental issues"
"864","4212","2023-08-28","Dental Cleaning","Cleaning done, no dental issues"
"865","8586","2023-06-08","Annual Checkup","Diet adjustment recommended for weight management"
"866","7113","2023-01-12","Annual Checkup","Vaccination completed, next due in 1 year"
"867","3612","2023-07-23","Annual Checkup","All clear, healthy diet recommended"
"868","6617","2023-02-07","Annual Checkup","Vaccination completed, next due in 1 year"
"869","9968","2022-10-03","Dental Cleaning","Cleaning done, no dental issues"
"870","6121","2023-12-08","Annual Checkup","All clear, healthy diet recommended"
"871","5243","2023-07-03","Annual Checkup","All clear, healthy diet recommended"
"872","3767","2022-07-29","Annual Checkup","Vaccination completed, next due in 1 year"
"873","5925","2023-10-30","Annual Checkup","Vaccination completed, next due in 1 year"
"874","6121","2022-05-31","Annual Checkup","Diet adjustment recommended for weight management"
"875","5789","2023-09-07","Injury","Minor surgery performed, recovery monitored"
"876","5421","2022-11-08","Dental Cleaning","Cleaning done, no dental issues"
"877","7416","2023-01-27","Dental Cleaning","Cleaning done, no dental issues"
"878","4150","2022-07-28","Annual Checkup","All clear, healthy diet recommended"
"879","2747","2023-11-07","Dental Cleaning","Cleaning done, no dental issues"
"880","1001","2023-03-25","Annual Checkup","Vaccination completed, next due in 1 year"
"881","6556","2023-09-03","Injury","Minor surgery performed, recovery monitored"
"882","9","2023-01-13","Dental Cleaning","Cleaning done, no dental issues"
"883","8702","2022-09-17","Ear Infection","Medication and follow-up in 2 weeks for infection"
"884","9136","2022-04-06","Injury","Physical therapy recommended for joint issues"
"885","4278","2023-09-24","Annual Checkup","All clear, healthy diet recommended"
"886","8705","2022-09-21","Dental Cleaning","Cleaning done, no dental issues"
"887","5747","2023-05-07","Injury","Minor surgery performed, recovery monitored"
"888","1956","2023-09-01","Annual Checkup","All clear, healthy diet recommended"
"889","9124","2022-11-23","Ear Infection","Medication and follow-up in 2 weeks for infection"
"890","7799","2023-02-17","Dental Cleaning","Cleaning done, no dental issues"
"891","3617","2023-12-22","Annual Checkup","Vaccination completed, next due in 1 year"
"892","9856","2023-01-15","Dental Cleaning","Cleaning done, no dental issues"
"893","3569","2022-10-12","Ear Infection","Medication and follow-up in 2 weeks for infection"
"894","9187","2022-07-18","Annual Checkup","Vaccination completed, next due in 1 year"
"895","8676","2022-10-13","Injury","Sprain identified, rest and limited movement advised"
"896","8510","2022-06-02","Injury","Sprain identified, rest and limited movement advised"
"897","3750","2023-02-14","Annual Checkup","Vaccination completed, next due in 1 year"
"898","1678","2023-07-09","Annual Checkup","All clear, healthy diet recommended"
"899","1939","2023-01-19","Annual Checkup","Diet adjustment recommended for weight management"
"900","2726","2022-08-26","Dental Cleaning","Cleaning done, no dental issues"
"901","6556","2022-04-06","Dental Cleaning","Cleaning done, no dental issues"
"902","1963","2023-08-24","Annual Checkup","All clear, healthy diet recommended"
"903","8840","2023-07-22","Annual Checkup","Diet adjustment recommended for weight management"
"904","6482","2023-07-08","Annual Checkup","All clear, healthy diet recommended"
"905","2590","2023-12-14","Annual Checkup","All clear, healthy diet recommended"
"906","2898","2022-08-19","Annual Checkup","All clear, healthy diet recommended"
"907","9525","2022-08-14","Annual Checkup","All clear, healthy diet recommended"
"908","2191","2022-12-03","Annual Checkup","Diet adjustment recommended for weight management"
"909","9445","2023-07-01","Annual Checkup","Diet adjustment recommended for weight management"
"910","717","2022-09-07","Annual Checkup","Vaccination completed, next due in 1 year"
"911","7004","2023-11-30","Annual Checkup","All clear, healthy diet recommended"
"912","8940","2022-05-23","Annual Checkup","Diet adjustment recommended for weight management"
"913","9379","2023-02-15","Annual Checkup","All clear, healthy diet recommended"
"914","2837","2023-08-05","Annual Checkup","Vaccination completed, next due in 1 year"
"915","4438","2022-04-13","Annual Checkup","Vaccination completed, next due in 1 year"
"916","9581","2022-04-07","Dental Cleaning","Cleaning done, no dental issues"
"917","1949","2023-02-14","Dental Cleaning","Cleaning done, no dental issues"
"918","3484","2023-04-28","Dental Cleaning","Cleaning done, no dental issues"
"919","6556","2023-12-09","Annual Checkup","Diet adjustment recommended for weight management"
"920","8226","2023-09-27","Annual Checkup","Diet adjustment recommended for weight management"
"921","9695","2023-02-06","Injury","Minor surgery performed, recovery monitored"
"922","658","2022-07-23","Dental Cleaning","Cleaning done, no dental issues"
"923","3846","2023-02-05","Annual Checkup","Diet adjustment recommended for weight management"
"924","9379","2022-04-21","Ear Infection","Medication and follow-up in 2 weeks for infection"
"925","3821","2023-10-02","Annual Checkup","Diet adjustment recommended for weight management"
"926","2287","2023-01-18","Annual Checkup","All clear, healthy diet recommended"
"927","9561","2022-11-10","Annual Checkup","Diet adjustment recommended for weight management"
"928","6518","2023-03-11","Dental Cleaning","Cleaning done, no dental issues"
"929","5288","2023-10-17","Annual Checkup","Diet adjustment recommended for weight management"
"930","9218","2023-06-01","Annual Checkup","All clear, healthy diet recommended"
"931","3026","2023-05-12","Injury","Minor surgery performed, recovery monitored"
"932","4834","2023-09-17","Injury","Minor surgery performed, recovery monitored"
"933","2178","2023-09-15","Dental Cleaning","Cleaning done, no dental issues"
"934","7485","2022-08-11","Annual Checkup","All clear, healthy diet recommended"
"935","9136","2022-04-15","Annual Checkup","All clear, healthy diet recommended"
"936","3228","2023-07-30","Injury","Physical therapy recommended for joint issues"
"937","9163","2023-01-20","Annual Checkup","Vaccination completed, next due in 1 year"
"938","2805","2022-05-28","Injury","Sprain identified, rest and limited movement advised"
"939","8070","2022-09-14","Injury","Physical therapy recommended for joint issues"
